Integration Time,25
Timestamp,2019-03-04 08_37_33.457000
Note,
Temperature,10.00
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785.0
Laser Enable,True
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,2019-03-04 08:37:33 Toluene 10x25ms Spectrum,2019-03-04 08:37:51 Cyclohexane 10x25ms Spectrum,2019-03-04 08:38:24 Benzene 10x10ms Spectrum,2019-03-04 08:39:05 BMSB 10x5ms Spectrum,2019-03-04 08:39:49 Caffeine 10x50ms Spectrum,2019-03-04 08:40:06 AmmoniumNitrate 10x50ms Spectrum,2019-03-04 08:40:25 Isopropanol 10x50ms Spectrum,2019-03-04 08:40:43 Acetaminophen 10x50ms Spectrum,2019-03-04 08:41:02 Acetone 10x50ms Spectrum,2019-03-04 08:41:36 CoconutOil 10x100ms Spectrum,2019-03-04 08:41:51 Methanol 10x100ms Spectrum,2019-03-04 08:42:09 MineralOil 10x100ms Spectrum,2019-03-04 08:43:30 Fructose 10x300ms Spectrum,2019-03-04 08:43:50 Sugar 10x300ms Spectrum,2019-03-04 08:44:24 Sucrose 10x300ms Spectrum,2019-03-04 08:44:45 AmmoniumChloride 10x300ms Spectrum,2019-03-04 08:46:11 GlucoseSolution 10x1000ms Spectrum
859,913.47,1791.61,61.30,9.10,14.40,336.40,2017.90,386.00,40.60,4642.70,153.20,2263.20,-49.20,58.70,2601.40,4697.40,1233.50,5962.10,329.70
860,913.58,1792.96,63.00,6.90,14.40,340.10,1987.30,381.30,41.20,4624.30,151.30,2266.50,-32.90,67.40,2571.50,4632.60,1183.90,5805.60,299.90
861,913.70,1794.31,63.90,8.40,14.90,334.20,1999.90,386.30,45.00,4625.90,144.50,2263.00,-46.60,50.40,2575.50,4677.50,1225.10,5703.00,295.40
862,913.81,1795.66,54.60,13.10,19.20,335.10,1987.90,382.40,33.10,4600.20,144.50,2250.70,-47.40,45.50,2599.40,4624.00,1211.10,5607.50,369.70
863,913.92,1797.00,40.30,9.70,15.70,324.70,1980.30,383.10,38.90,4604.70,135.10,2242.90,-34.80,60.90,2600.40,4614.60,1236.10,5473.40,331.50
864,914.03,1798.35,36.80,8.50,13.30,324.50,1960.90,366.60,36.40,4563.90,133.00,2222.70,-28.10,44.60,2578.00,4606.20,1195.10,5380.60,265.70
865,914.15,1799.69,38.70,11.70,15.20,321.50,1960.10,372.60,36.70,4580.10,136.90,2212.20,-65.60,38.00,2549.90,4576.10,1170.00,5250.70,339.00
866,914.26,1801.04,50.30,14.60,17.30,329.70,1948.30,362.90,28.30,4545.90,129.30,2209.90,-52.30,47.80,2533.10,4581.70,1200.00,5190.00,290.10
867,914.37,1802.38,39.60,12.20,18.80,323.40,1948.10,366.40,43.00,4539.80,123.90,2202.10,-49.50,49.50,2494.00,4562.40,1172.20,5055.30,289.40
868,914.48,1803.72,26.50,12.10,18.20,321.20,1943.40,365.40,29.40,4529.80,120.90,2197.70,-36.50,51.20,2536.80,4532.50,1180.10,4934.80,301.70
869,914.60,1805.06,29.60,16.10,23.40,319.30,1946.20,358.90,31.20,4508.90,103.10,2176.60,-41.10,45.10,2519.30,4555.40,1184.50,4879.00,306.50
870,914.71,1806.40,30.80,10.30,14.50,322.00,1925.10,355.50,24.70,4491.20,115.90,2175.30,-48.80,61.40,2515.30,4542.90,1189.20,4749.10,301.90
871,914.82,1807.74,27.40,11.80,17.30,318.20,1946.00,358.10,46.70,4509.10,111.90,2165.00,-39.00,33.20,2498.00,4528.10,1185.40,4683.10,260.60
872,914.93,1809.08,24.80,9.40,18.60,315.00,1932.20,361.30,42.70,4492.10,114.50,2165.90,-26.40,46.40,2506.10,4552.50,1178.90,4582.80,267.30
873,915.04,1810.42,26.10,13.00,19.80,317.30,1916.90,358.00,29.70,4465.50,105.90,2147.90,-51.50,43.40,2491.60,4515.70,1198.70,4512.30,272.70
874,915.16,1811.75,33.60,17.30,11.10,321.10,1927.90,361.70,40.10,4444.20,105.60,2147.70,-39.30,42.90,2462.90,4482.70,1166.00,4396.60,272.30
875,915.27,1813.09,28.20,17.40,21.40,318.10,1915.60,356.80,40.20,4437.60,104.20,2125.50,-54.80,27.70,2480.30,4466.90,1188.40,4334.90,210.40
876,915.38,1814.42,30.60,21.10,16.60,311.40,1908.30,354.60,49.60,4456.50,100.20,2126.40,-33.70,56.40,2497.00,4496.90,1175.80,4254.80,242.70
877,915.49,1815.76,23.70,9.90,18.80,313.80,1927.20,358.30,37.90,4419.60,94.30,2122.40,-26.40,50.40,2489.00,4467.80,1192.00,4225.80,276.00
878,915.60,1817.09,28.60,17.40,16.50,313.60,1890.20,358.90,42.70,4408.50,97.60,2095.50,-45.70,36.70,2429.40,4435.70,1170.90,4158.20,212.20
879,915.71,1818.42,23.60,17.60,15.60,308.80,1889.60,359.30,48.40,4428.50,88.90,2111.00,-46.50,35.50,2450.50,4436.20,1155.90,4037.10,244.70
880,915.83,1819.75,17.70,7.50,13.10,303.00,1886.30,345.10,41.30,4406.10,93.20,2098.50,-36.30,44.80,2418.30,4405.10,1165.60,3941.80,207.20
881,915.94,1821.08,24.70,7.10,16.20,310.90,1893.70,330.20,41.90,4389.60,90.10,2085.20,-47.20,38.90,2426.80,4370.40,1158.70,3927.80,254.50
882,916.05,1822.40,18.40,5.90,21.30,307.00,1896.40,349.80,47.30,4380.00,87.80,2066.50,-65.50,19.20,2404.40,4404.20,1146.20,3864.30,236.40
883,916.16,1823.73,27.50,12.00,18.50,304.20,1883.90,345.30,40.50,4372.00,84.70,2064.40,-44.50,40.50,2434.00,4407.80,1179.50,3849.80,261.10
884,916.27,1825.06,35.50,24.00,20.50,296.90,1863.30,340.10,35.60,4351.70,84.50,2082.40,-37.40,40.70,2437.00,4393.90,1148.90,3766.40,256.70
885,916.38,1826.38,26.80,14.40,18.80,295.10,1861.30,346.00,39.40,4354.60,71.80,2040.80,-35.50,45.80,2402.90,4367.30,1138.20,3696.70,253.90
886,916.49,1827.71,26.20,18.40,18.40,290.90,1883.40,339.70,50.40,4347.10,82.60,2042.10,-24.00,56.30,2384.20,4331.30,1121.10,3641.10,225.80
887,916.61,1829.03,25.20,14.80,19.30,291.90,1862.10,335.00,48.80,4318.60,69.00,2035.40,-34.10,41.30,2392.30,4343.60,1132.80,3627.60,238.60
888,916.72,1830.35,33.30,18.30,14.00,291.20,1840.30,337.30,41.00,4318.80,66.40,2027.00,-57.90,33.50,2377.00,4333.40,1137.90,3585.60,206.40
889,916.83,1831.67,23.70,17.50,14.10,284.00,1856.60,345.00,52.60,4310.80,74.30,2035.90,-30.30,47.50,2365.90,4296.20,1143.30,3556.90,194.70
890,916.94,1832.99,20.70,5.80,9.60,286.10,1845.90,338.50,38.30,4289.50,71.10,2037.80,-27.50,48.70,2343.90,4314.60,1116.70,3520.30,239.70
891,917.05,1834.31,29.60,18.60,18.40,279.80,1846.60,335.90,44.90,4275.40,68.00,2009.30,-51.70,44.20,2371.00,4280.50,1133.50,3483.90,212.80
892,917.16,1835.63,22.30,9.90,14.80,279.90,1818.00,333.80,37.70,4273.40,73.80,1998.80,-46.70,43.20,2337.90,4309.70,1131.20,3449.10,232.30
893,917.27,1836.95,27.00,12.80,20.60,280.70,1821.30,328.30,48.50,4252.40,64.00,1996.10,-44.80,53.80,2367.50,4263.50,1137.10,3439.20,236.60
894,917.38,1838.26,22.20,13.50,14.40,270.30,1811.20,323.20,43.80,4256.60,64.60,1993.20,-31.20,40.70,2349.50,4234.80,1123.70,3398.90,245.00
895,917.49,1839.58,22.60,13.90,12.10,275.00,1801.70,328.30,52.90,4239.00,62.30,1966.30,-49.90,42.90,2317.90,4226.00,1129.30,3350.40,231.10
896,917.60,1840.89,14.30,7.90,10.20,277.50,1797.90,334.10,56.20,4235.30,64.40,1980.20,-35.50,31.00,2355.00,4232.20,1146.10,3342.00,224.00
897,917.71,1842.20,17.10,8.10,12.90,269.60,1773.60,326.80,36.40,4226.00,63.10,1970.80,-34.40,36.20,2349.90,4187.50,1106.10,3286.70,214.40
898,917.82,1843.52,13.90,13.90,18.60,268.70,1782.40,331.10,62.70,4221.20,61.90,1954.30,-44.10,57.90,2363.10,4197.90,1142.00,3291.30,167.70
899,917.93,1844.83,17.10,6.90,12.30,267.10,1775.60,326.80,44.80,4244.60,54.50,1954.30,-49.40,24.80,2356.20,4196.90,1110.00,3287.40,244.00
900,918.04,1846.14,30.30,26.40,17.50,268.10,1764.90,336.50,46.30,4221.60,59.80,1951.70,-42.70,42.00,2331.80,4179.90,1125.00,3264.30,202.50
901,918.15,1847.45,16.10,9.00,17.40,272.70,1756.40,322.40,49.90,4193.30,62.20,1938.70,-27.60,51.50,2328.70,4190.00,1102.10,3223.30,213.60
902,918.27,1848.75,12.10,11.90,15.50,267.80,1760.40,326.30,41.40,4214.00,62.40,1940.20,-35.00,40.00,2305.70,4149.80,1088.20,3226.60,141.00
903,918.38,1850.06,20.70,13.40,17.60,262.10,1765.50,326.30,43.40,4211.90,71.00,1924.30,-49.40,36.40,2310.50,4145.90,1103.00,3219.90,196.30
904,918.49,1851.37,18.40,16.40,12.40,262.60,1754.60,331.80,60.70,4202.80,61.40,1919.00,-59.70,29.20,2314.70,4128.00,1094.50,3168.80,232.60
905,918.60,1852.67,25.20,17.20,12.10,262.90,1751.10,313.50,46.00,4198.40,56.80,1920.20,-43.00,41.70,2297.00,4116.60,1089.40,3172.50,155.60
906,918.71,1853.98,19.70,13.10,15.70,263.90,1732.20,324.40,49.20,4172.70,49.50,1909.80,-49.10,41.40,2344.10,4104.70,1094.90,3180.10,182.10
907,918.82,1855.28,18.40,16.50,19.00,265.20,1726.40,316.20,43.80,4171.10,52.90,1914.40,-42.00,45.30,2304.10,4079.30,1083.10,3151.00,190.20
908,918.93,1856.58,25.10,16.10,17.20,268.60,1727.30,309.80,43.30,4146.70,50.50,1920.20,-20.00,64.20,2271.20,4062.50,1081.70,3136.60,165.40
909,919.04,1857.88,20.30,9.90,12.70,268.80,1722.20,317.60,49.10,4129.90,54.10,1895.60,-33.70,47.00,2303.90,4068.90,1092.80,3107.70,128.80
910,919.15,1859.18,25.50,19.30,13.80,263.10,1721.80,318.30,47.10,4108.60,50.70,1885.20,-53.50,35.60,2269.10,4071.30,1083.40,3131.60,166.20
911,919.26,1860.48,18.40,9.30,16.00,268.70,1718.20,315.20,39.70,4098.20,58.60,1873.60,-46.90,34.60,2258.60,4064.20,1087.50,3130.40,172.30
912,919.36,1861.78,23.60,21.70,21.20,261.90,1699.60,310.50,44.10,4075.80,45.70,1879.50,-36.70,38.40,2290.50,4048.20,1097.90,3128.50,144.20
913,919.47,1863.08,21.40,11.20,14.60,262.50,1687.60,320.80,54.10,4065.30,46.10,1854.40,-65.90,30.70,2249.20,4032.20,1096.20,3093.60,230.80
914,919.58,1864.37,14.50,12.10,13.30,266.00,1673.00,307.70,36.00,4033.70,43.30,1875.00,-39.10,45.80,2237.00,4007.00,1066.00,3089.20,196.00
915,919.69,1865.67,24.00,19.00,18.00,271.30,1681.40,313.00,51.00,4041.90,47.00,1855.80,-44.50,31.90,2267.90,4028.30,1081.90,3086.30,163.60
916,919.80,1866.96,17.50,19.80,12.40,260.40,1672.20,317.90,52.30,4041.40,47.70,1860.20,-51.40,56.80,2258.70,3979.90,1057.10,3053.70,203.90
917,919.91,1868.26,23.50,13.40,13.60,260.80,1668.30,304.60,42.40,3995.90,47.80,1827.20,-53.10,35.80,2253.00,3995.50,1046.70,3065.50,188.50
918,920.02,1869.55,8.60,7.00,14.40,265.20,1658.00,311.10,45.20,3998.90,43.20,1825.50,-38.90,36.70,2221.30,3939.30,1039.90,3033.10,190.10
919,920.13,1870.84,23.80,12.50,13.30,275.00,1649.00,312.30,51.30,4000.90,56.10,1839.10,-45.50,32.50,2205.80,3953.50,1025.80,3068.10,170.30
920,920.24,1872.13,21.90,15.90,14.90,278.60,1653.10,317.10,47.60,3992.20,45.50,1829.10,-38.40,28.10,2231.60,3946.10,1035.10,3064.00,137.20
921,920.35,1873.42,22.40,10.30,20.80,268.10,1649.20,312.60,52.60,3974.20,45.50,1830.40,-26.40,51.50,2206.40,3938.90,1049.90,3061.10,145.60
922,920.46,1874.71,18.50,6.20,18.40,274.20,1651.00,311.10,47.20,3993.20,58.10,1818.80,-40.90,28.10,2220.50,3951.70,1055.80,3093.00,156.00
923,920.57,1875.99,18.30,9.60,10.30,276.00,1639.00,305.30,46.70,3978.60,43.10,1812.10,-40.60,39.10,2185.80,3927.60,1011.90,3034.40,156.40
924,920.68,1877.28,18.70,6.60,16.70,273.20,1626.90,298.40,42.80,3932.20,34.70,1782.00,-51.90,33.10,2212.70,3907.50,1038.30,3058.30,162.80
925,920.79,1878.56,15.70,2.30,19.60,270.90,1621.70,302.00,42.00,3951.20,42.40,1821.50,-32.40,49.20,2195.30,3931.50,1048.60,3048.00,106.70
926,920.89,1879.85,20.90,4.90,19.10,266.80,1623.60,303.20,50.10,3934.20,47.10,1784.50,-53.10,33.80,2158.50,3870.00,1025.50,3000.70,184.00
927,921.00,1881.13,22.30,-4.20,16.50,269.90,1615.10,305.10,52.50,3910.40,51.60,1791.00,-36.70,40.10,2172.00,3875.10,1043.40,3029.20,153.90
928,921.11,1882.41,20.80,4.00,19.10,271.80,1600.80,297.20,37.30,3889.50,47.60,1782.10,-38.00,42.60,2118.30,3853.60,1020.30,2987.30,127.90
929,921.22,1883.69,16.30,-3.50,15.90,270.70,1604.10,297.60,45.40,3896.70,43.70,1781.50,-44.70,39.60,2162.20,3835.90,1023.60,2986.70,103.70
930,921.33,1884.97,23.40,6.50,15.70,274.50,1595.60,293.20,43.80,3884.10,43.40,1771.00,-39.20,42.10,2149.10,3861.80,1050.60,3011.50,132.10
931,921.44,1886.25,23.00,5.10,16.40,268.40,1577.70,287.80,42.00,3836.00,29.80,1778.00,-45.30,46.00,2146.40,3841.00,1011.60,2997.50,148.20
932,921.55,1887.53,17.00,1.70,12.80,270.80,1571.40,296.00,48.70,3847.30,45.90,1758.70,-35.00,33.70,2113.00,3821.00,1010.00,2997.20,174.00
933,921.66,1888.81,15.60,-1.60,15.90,268.70,1561.50,299.50,41.70,3844.40,40.30,1746.20,-37.20,50.20,2106.70,3786.40,1004.80,2992.70,150.70
934,921.76,1890.09,21.70,2.80,14.10,271.80,1566.60,298.20,45.50,3829.40,40.00,1740.80,-29.30,29.90,2106.80,3777.50,1015.70,2978.60,172.90
935,921.87,1891.36,9.40,-7.20,9.50,274.20,1548.20,298.90,37.70,3819.90,41.10,1732.80,-46.30,31.50,2105.70,3777.30,1013.10,2989.50,191.30
936,921.98,1892.63,21.00,-0.30,17.60,270.70,1540.00,284.30,39.80,3813.20,28.10,1739.80,-28.20,39.20,2128.60,3769.70,1048.80,2965.10,197.30
937,922.09,1893.91,25.30,-2.00,14.30,271.30,1552.30,304.60,43.80,3814.90,51.60,1725.20,-28.00,32.40,2116.30,3755.30,1002.10,2991.70,170.80
938,922.20,1895.18,23.70,-3.60,11.30,272.70,1541.40,299.50,51.20,3793.00,48.40,1706.70,-50.50,32.70,2087.50,3719.10,1008.00,2946.20,150.40
939,922.30,1896.45,25.90,0.50,11.50,277.00,1543.80,295.80,44.90,3805.20,48.20,1742.80,-45.00,48.80,2076.20,3732.60,1023.60,3007.50,131.00
940,922.41,1897.72,11.70,-4.00,12.40,284.10,1548.50,295.00,45.40,3775.90,45.50,1729.00,-43.60,42.50,2062.40,3707.90,1014.40,3013.90,176.70
941,922.52,1898.99,18.30,-6.70,14.00,276.00,1529.20,287.00,40.70,3776.80,41.00,1710.10,-38.80,28.00,2071.80,3738.60,1021.30,2996.70,191.40
942,922.63,1900.26,25.40,-6.70,17.50,276.90,1527.70,293.60,43.90,3747.50,54.10,1696.70,-48.70,27.50,2031.80,3679.50,959.50,2969.00,132.20
943,922.74,1901.53,23.40,0.40,10.70,286.30,1523.60,286.50,41.70,3744.50,53.30,1703.00,-34.20,46.10,2030.90,3674.70,996.30,2975.60,184.30
944,922.84,1902.79,33.60,1.90,11.50,281.60,1530.30,291.30,44.40,3741.80,44.60,1688.80,-50.20,35.80,2042.00,3677.10,998.80,2993.90,137.30
945,922.95,1904.06,30.10,3.10,17.40,280.60,1505.10,296.30,42.10,3728.90,54.00,1692.20,-24.00,48.80,1993.60,3649.70,973.20,2966.60,159.30
946,923.06,1905.32,25.00,2.40,14.70,278.70,1500.10,286.90,35.30,3688.00,44.60,1696.70,-34.80,52.30,2037.10,3644.80,994.80,2993.40,126.90
947,923.17,1906.58,21.20,0.50,17.20,278.90,1492.80,273.70,40.60,3658.40,50.20,1675.10,-47.70,41.70,2010.20,3607.50,972.20,2971.60,164.20
948,923.28,1907.85,25.30,3.40,11.40,281.20,1474.70,283.30,36.60,3641.50,42.20,1659.60,-39.60,31.90,1977.70,3605.30,970.50,2970.30,167.30
949,923.38,1909.11,20.30,-0.50,15.20,275.40,1478.00,285.70,45.90,3650.30,43.20,1653.70,-40.20,34.70,1981.90,3583.40,966.60,2970.00,132.30
950,923.49,1910.37,18.80,2.00,11.70,268.60,1457.90,279.30,36.20,3627.70,44.00,1645.90,-38.60,40.90,1964.90,3579.60,964.10,2967.70,162.50
951,923.60,1911.63,27.20,-5.60,17.70,268.40,1460.30,282.00,50.40,3615.50,48.80,1644.90,-51.80,31.70,1941.70,3584.80,966.40,2969.10,180.00
952,923.70,1912.89,26.10,1.70,15.00,268.70,1462.90,282.00,39.10,3600.60,48.60,1644.40,-41.50,45.50,1952.40,3526.10,983.20,2981.50,150.30
953,923.81,1914.14,24.40,-0.90,14.00,256.40,1435.50,282.30,39.70,3575.00,46.80,1656.40,-29.00,32.10,1948.30,3544.40,959.20,2962.60,161.20
954,923.92,1915.40,33.10,2.00,13.00,257.80,1432.80,278.50,35.10,3569.90,45.60,1650.40,-31.10,39.80,1922.90,3550.10,965.10,2975.10,178.80
955,924.03,1916.65,27.80,-2.50,11.70,261.50,1443.50,279.90,40.80,3547.90,54.50,1629.00,-41.20,35.60,1944.90,3532.10,987.10,3010.80,165.10
956,924.13,1917.91,39.80,4.20,15.20,254.00,1429.30,283.30,42.10,3542.80,54.30,1631.80,-33.40,47.10,1896.80,3481.50,951.00,2982.70,171.40
957,924.24,1919.16,40.40,3.10,13.30,246.90,1425.40,279.70,37.90,3518.90,52.90,1624.90,-19.30,36.60,1899.10,3490.50,953.50,2985.20,167.90
958,924.35,1920.41,35.30,-8.10,15.40,235.70,1403.90,273.80,33.40,3496.90,42.00,1612.70,-43.10,26.10,1914.70,3489.10,952.10,2964.00,188.80
959,924.45,1921.67,36.10,-1.10,19.70,238.20,1411.90,280.60,38.30,3510.30,50.70,1613.20,-29.70,32.40,1913.70,3466.30,944.60,2987.90,156.30
960,924.56,1922.92,55.90,7.10,18.60,246.80,1413.70,283.20,42.50,3493.10,54.60,1609.60,-34.90,37.40,1884.60,3455.80,946.50,2983.40,198.90
961,924.67,1924.17,45.30,0.00,15.90,241.20,1392.90,266.10,34.60,3473.10,53.00,1599.60,-30.10,41.00,1866.50,3434.40,940.50,2977.00,173.40
962,924.78,1925.41,52.90,14.60,19.10,242.50,1394.90,272.70,31.80,3469.20,45.70,1588.00,-39.50,44.40,1853.80,3397.70,908.10,3011.10,167.00
963,924.88,1926.66,50.40,10.10,24.70,234.00,1383.70,262.50,29.60,3442.10,47.40,1591.90,-33.40,24.70,1855.90,3387.30,921.90,2995.60,151.30
964,924.99,1927.91,52.00,4.90,20.30,231.40,1356.90,267.60,43.20,3447.50,55.00,1579.60,-31.60,39.00,1844.20,3374.70,935.90,2970.30,128.80
965,925.09,1929.15,45.80,5.70,31.80,227.90,1364.00,272.60,40.40,3421.00,51.90,1575.00,-49.20,28.10,1834.10,3361.90,913.50,3001.40,133.10
966,925.20,1930.40,44.20,-0.30,28.90,226.60,1350.90,262.50,41.30,3429.10,49.90,1592.10,-25.40,42.30,1801.80,3330.60,898.20,3012.20,198.60
967,925.31,1931.64,39.60,0.50,22.70,224.90,1354.00,274.50,38.10,3410.10,58.80,1582.50,-35.80,20.40,1829.10,3348.30,907.50,3029.60,174.70
968,925.41,1932.88,38.60,-0.30,24.80,226.70,1342.80,269.70,48.20,3394.00,55.70,1574.40,-48.00,35.70,1824.10,3373.90,921.00,3066.10,167.50
969,925.52,1934.12,32.00,-4.00,32.70,222.20,1319.60,250.10,36.60,3365.10,49.60,1566.00,-45.30,14.50,1786.10,3302.00,890.40,3016.20,214.20
970,925.63,1935.36,32.60,8.90,28.20,223.80,1317.30,255.00,23.10,3352.40,44.50,1537.40,-38.20,21.60,1804.40,3310.00,910.60,3018.20,186.40
971,925.73,1936.60,31.80,2.90,26.60,222.60,1303.00,257.40,48.70,3340.10,49.60,1554.70,-47.90,30.70,1770.20,3283.60,888.00,3061.10,191.00
972,925.84,1937.84,26.00,5.10,24.30,223.90,1305.30,252.90,34.60,3329.90,48.20,1541.40,-39.30,27.80,1741.40,3243.90,898.60,3039.90,146.90
973,925.95,1939.08,26.80,15.20,19.70,225.50,1303.40,260.90,39.70,3322.10,62.10,1544.30,-26.60,27.40,1754.60,3240.20,905.10,3073.40,174.30
974,926.05,1940.32,21.70,6.40,27.60,219.80,1299.20,265.90,51.30,3308.40,61.10,1535.60,-36.40,26.20,1744.80,3236.00,871.80,3077.40,160.60
975,926.16,1941.55,29.70,12.10,22.10,215.60,1288.60,248.20,40.70,3303.70,56.20,1531.60,-40.30,22.60,1741.00,3244.40,895.60,3101.90,186.50
976,926.26,1942.79,27.30,12.00,19.70,212.90,1295.00,252.40,31.40,3306.40,43.50,1522.70,-30.50,44.10,1750.40,3244.60,876.80,3116.60,210.70
977,926.37,1944.02,24.30,17.40,17.00,214.70,1267.20,246.80,39.20,3261.70,52.10,1524.40,-46.90,29.80,1734.70,3203.80,887.20,3100.00,140.80
978,926.47,1945.25,33.80,19.00,18.40,211.00,1267.40,248.40,30.40,3285.20,49.50,1520.40,-40.90,22.00,1719.10,3176.00,858.20,3118.20,192.00
979,926.58,1946.48,29.60,13.70,16.60,209.70,1264.30,251.30,41.60,3240.30,53.50,1519.40,-33.10,35.40,1705.00,3149.90,869.40,3167.50,199.70
980,926.69,1947.71,27.60,17.10,21.90,202.00,1267.00,251.00,33.90,3253.70,53.70,1518.60,-29.70,37.70,1714.60,3190.70,870.80,3181.40,214.70
981,926.79,1948.94,27.80,9.00,12.90,205.20,1263.80,249.30,37.60,3230.70,56.00,1507.40,-51.40,15.70,1691.30,3132.20,864.10,3172.80,215.20
982,926.90,1950.17,31.00,16.60,18.40,202.20,1262.70,244.10,34.80,3218.70,56.50,1506.20,-44.70,29.30,1711.70,3169.80,892.70,3225.70,189.10
983,927.00,1951.40,42.90,28.30,14.50,205.30,1238.10,238.70,36.10,3225.00,57.10,1504.30,-28.70,33.10,1701.70,3155.50,875.60,3232.80,188.10
984,927.11,1952.62,40.70,26.40,14.80,203.50,1240.60,246.60,33.80,3200.50,57.40,1493.70,-58.80,13.50,1676.10,3099.60,859.70,3246.10,181.10
985,927.21,1953.85,37.00,16.30,12.90,203.30,1223.00,234.60,34.00,3175.50,51.10,1492.50,-37.80,31.40,1678.80,3109.00,878.50,3269.50,215.30
986,927.32,1955.07,35.40,22.50,15.20,208.80,1222.60,238.80,40.20,3168.50,56.60,1491.50,-30.00,22.50,1668.20,3062.70,847.40,3273.00,208.60
987,927.42,1956.30,42.50,19.40,15.30,203.60,1206.90,236.60,33.80,3172.20,55.50,1488.10,-32.90,30.60,1673.20,3062.90,847.90,3302.00,190.30
988,927.53,1957.52,42.30,22.50,12.00,205.60,1217.70,238.50,44.80,3151.80,60.40,1480.90,-34.60,26.80,1658.80,3060.70,849.20,3303.90,193.70
989,927.63,1958.74,37.80,22.70,14.40,202.80,1199.60,238.50,37.30,3128.90,57.50,1488.30,-34.30,37.80,1622.70,3061.40,837.90,3355.00,219.40
990,927.74,1959.96,37.00,26.00,13.50,198.60,1188.20,224.50,33.40,3122.30,41.00,1475.30,-26.00,37.30,1635.40,3064.20,849.00,3377.90,184.40
991,927.84,1961.18,36.20,23.50,14.80,197.40,1174.60,235.00,38.30,3121.90,56.50,1477.50,-27.00,40.10,1607.20,3051.80,836.60,3404.10,220.40
992,927.95,1962.40,33.40,12.30,11.10,200.50,1164.30,235.50,29.70,3103.80,52.60,1468.30,-41.20,21.10,1609.70,3022.70,849.10,3413.50,240.20
993,928.05,1963.62,37.00,23.30,16.50,194.70,1164.60,230.50,35.50,3092.80,56.10,1460.10,-37.30,39.70,1599.70,3018.80,855.60,3449.00,176.80
994,928.16,1964.83,33.00,24.20,13.00,195.60,1145.70,226.40,35.80,3065.80,42.30,1457.30,-38.50,32.20,1574.50,3003.70,832.10,3464.00,207.70
995,928.26,1966.05,32.70,16.40,10.10,192.30,1165.20,226.40,36.80,3060.60,55.00,1448.20,-36.60,23.30,1571.10,2983.50,819.30,3476.00,230.00
996,928.37,1967.26,29.50,29.00,17.20,192.30,1140.60,232.00,29.90,3040.40,49.40,1451.50,-37.20,15.00,1540.60,2951.50,831.70,3487.60,212.80
997,928.47,1968.48,33.10,29.60,14.70,183.90,1135.40,217.20,35.90,3030.70,50.70,1437.30,-37.50,42.70,1538.20,2940.00,850.80,3545.70,249.20
998,928.58,1969.69,27.70,34.80,13.70,190.60,1123.20,214.50,17.70,3021.30,32.30,1460.40,-21.80,36.40,1524.40,2962.60,846.00,3591.00,257.40
999,928.68,1970.90,19.20,30.60,17.20,183.80,1111.30,227.50,32.50,3015.30,48.70,1413.80,-55.10,10.50,1499.60,2914.30,843.20,3600.40,212.00
1000,928.79,1972.11,20.10,28.70,8.90,179.00,1107.80,221.90,27.40,2986.30,44.90,1422.00,-24.10,26.40,1506.60,2903.40,841.00,3608.20,255.40
1001,928.89,1973.32,22.10,30.60,14.10,187.30,1105.10,215.50,30.50,2970.40,35.20,1417.40,-36.50,33.60,1499.80,2914.80,841.60,3679.80,262.40
1002,928.99,1974.53,21.10,34.00,14.10,176.90,1099.70,213.60,25.90,2968.30,38.10,1424.30,-38.10,31.70,1486.80,2918.70,852.70,3704.00,263.80
1003,929.10,1975.74,21.50,29.40,16.50,183.10,1091.30,211.30,28.50,2961.10,39.00,1420.00,-30.80,28.70,1448.30,2887.70,817.80,3678.80,248.40
1004,929.20,1976.94,15.80,31.20,18.90,173.10,1079.20,205.10,25.00,2943.10,41.80,1402.30,-30.20,29.90,1442.40,2862.30,789.50,3703.60,285.10
1005,929.31,1978.15,22.30,28.00,12.60,175.40,1077.70,213.70,23.30,2924.30,37.10,1415.80,-24.50,25.80,1446.70,2876.90,844.50,3766.30,246.10
1006,929.41,1979.35,24.50,27.20,20.30,167.10,1060.40,201.70,18.10,2915.10,34.20,1400.20,-27.60,24.60,1398.40,2852.40,814.80,3778.80,278.70
1007,929.52,1980.56,26.30,22.30,24.40,175.90,1068.90,210.90,33.50,2912.50,41.90,1419.00,-15.00,43.60,1433.90,2857.40,832.20,3805.20,290.60
1008,929.62,1981.76,25.90,19.50,24.60,171.30,1049.20,206.10,22.80,2886.80,37.40,1380.10,-43.50,26.10,1427.80,2816.90,798.30,3819.70,286.80
1009,929.72,1982.96,25.70,19.30,22.60,171.80,1057.90,206.90,34.50,2871.80,42.30,1401.60,-25.20,46.80,1397.20,2815.60,834.30,3884.70,262.80
1010,929.83,1984.16,22.90,12.10,24.20,168.40,1031.90,202.40,28.00,2866.90,33.10,1393.70,-31.40,24.90,1381.80,2764.60,788.70,3876.20,283.60
1011,929.93,1985.36,24.30,13.20,23.90,171.80,1016.10,197.90,20.70,2830.90,30.60,1382.80,-34.60,24.80,1386.40,2763.30,810.30,3894.40,265.40
